40095 ,Costa            ,Mallorca       ,Mediocentro ,  23 ,1,83m ,Desconocido ,6.619.000  ,104    ,4,2  ,      25 ,    1 ,       4 ,Apto
40093 ,Robertone        ,Almería        ,Mediocentro ,  26 ,1,73m ,Desconocido ,9.376.000  ,93     ,4,2  ,      22 ,    0 ,       8 ,Apto
15338 ,Normand          ,Real Sociedad  ,Defensa     ,  27 ,1,87m ,Desconocido ,10.528.000 ,88     ,4,2  ,      21 ,    1 ,       9 ,Apto
13420 ,Diakhaby         ,Valencia       ,Defensa     ,  27 ,1,92m ,74kg        ,1.545.000  ,54     ,4,2  ,      13 ,    1 ,       5 ,Apto
 7784 ,Núñez            ,Celta          ,Defensa     ,  27 ,1,86m ,81kg        ,10.921.000 ,106    ,4,1  ,      26 ,    1 ,       4 ,Apto
36377 ,Uzuni            ,Granada        ,Delantero   ,  28 ,1,78m ,Desconocido ,5.230.000  ,103    ,4,1  ,      25 ,    7 ,       2 ,Apto
16868 ,Guevara          ,Alavés         ,Mediocentro ,  26 ,1,80m ,Desconocido ,5.009.000  ,103    ,4,1  ,      25 ,    1 ,       6 ,Apto
 1759 ,García           ,Osasuna        ,Defensa     ,  30 ,1,85m ,72kg        ,9.802.000  ,99     ,4,1  ,      24 ,    0 ,       5 ,Apto
53110 ,Suárez           ,Las Palmas     ,Defensa     ,  31 ,1,79m ,Desconocido ,7.109.000  ,90     ,4,1  ,      22 ,    1 ,       5 ,Acumulación de tarjetas, Baja esta jornada.
17975 ,Prats            ,Mallorca       ,Delantero   ,  31 ,1,81m ,79kg        ,1.809.000  ,90     ,4,1  ,      22 ,    5 ,       3 ,Apto
52371 ,Muñoz            ,Osasuna        ,Mediocentro ,  21 ,1,79m ,Desconocido ,1.351.000  ,66     ,4,1  ,      17 ,    2 ,       2 ,Apto
  277 ,Martí            ,Cádiz          ,Delantero   ,  33 ,1,78m ,74kg        ,160.000    ,66     ,4,1  ,      16 ,    2 ,       2 ,Fractura de peroné, Baja hasta Marzo.
51566 ,Riad             ,Betis          ,Defensa     ,  20 ,1,86m ,Desconocido ,5.304.000  ,61     ,4,1  ,      15 ,    0 ,       0 ,Apto
